48,15,68,56575
48,16,79,60350
48,17,84,64425
48,18,129,68300
48,19,103,73375
48,20,109,78275
48,21,125,81725
48,22,129,87150
48,23,101,91550
48,24,109,96250
48,25,115,100050
48,26,126,105500
48,27,123,110925
48,28,104,114375
49,1,91,4550
49,2,44,5525
49,3,33,7175
49,4,73,10700
49,5,51,11925
49,6,92,14200
49,7,138,17525
49,8,55,20200
49,9,103,24950
49,10,59,27550
49,11,66,30825
49,12,116,36100
49,13,91,39600
49,14,122,43325
49,15,134,47175
49,16,142,53625
49,17,60,56200
50,1,41,2050
50,2,102,5100
50,3,53,7625
50,4,82,11575
50,5,50,14050
50,6,61,16850
50,7,57,19625
50,8,111,22975
50,9,53,25450
50,10,85,29425
50,11,70,32900
50,12,56,35650
50,13,59,38500
50,14,109,42275
50,15,86,45450
50,16,104,48875
50,17,52,51450
51,1,22,1100
51,2,38,3000
51,3,43,5050
51,4,45,7275
51,5,15,7825
52,1,29,1450
52,2,81,5225
52,3,100,9625
52,4,73,13075
52,5,68,14775
52,6,45,16525
52,7,122,19625
52,8,96,24150
52,9,53,26425
52,10,148,30500
52,11,74,33500
52,12,32,35075
53,1,120,6000
53,2,65,8975
53,3,65,11875
53,4,74,13950
53,5,73,17175
53,6,62,19950
53,7,39,21900
53,8,103,25075
53,9,57,27325
53,10,73,30925
53,11,82,34800
53,12,120,39625
53,13,128,45550
53,14,66,48750
53,15,106,52250
53,16,104,56800
53,17,95,61100
53,18,98,65525
53,19,67,68575
54,1,83,4150
54,2,105,5250
54,3,57,7800
54,4,111,10050
54,5,67,13350
54,6,35,15100
54,7,80,18150
54,8,43,20300
54,9,47,22650
54,10,94,25950
54,11,81,29775
54,12,80,33525
54,13,83,36525
54,14,81,39500
54,15,75,42900
54,16,84,46950
54,17,49,49400
55,1,63,3150
55,2,47,5350
55,3,67,6750
55,4,30,8225
55,5,62,9975
55,6,56,12625
55,7,67,15725
55,8,53,18350
55,9,146,24925
55,10,52,27475
55,11,62,30450
55,12,68,33850
55,13,70,37175
55,14,80,40300
55,15,128,45475
55,16,104,50250
55,17,115,53850
55,18,111,57575
55,19,90,61575
55,20,97,65025
55,21,98,68800
55,22,126,72125
55,23,127,76050
55,24,70,78825
56,1,111,5550
56,2,58,8325
56,3,26,8950
56,4,80,11150
56,5,27,11900
56,6,101,15925
56,7,51,18275
56,8,52,20875
56,9,71,23100
56,10,28,24400
57,1,72,3600
57,2,32,5200
57,3,37,7025
57,4,69,8725
57,5,67,11775
57,6,63,14825
57,7,116,20025
57,8,118,25150
57,9,90,28125
57,10,83,31625
57,11,106,36175
57,12,18,37050
58,1,36,1800
58,2,30,3275
58,3,56,5475
58,4,55,8050
58,5,47,10325
58,6,85,13725
58,7,18,14525
59,1,34,1700
59,2,106,6575
59,3,42,8675
59,4,99,10350
59,5,40,12350
59,6,77,14700
59,7,123,20525
59,8,72,24125
59,9,47,26325
59,10,61,29300
59,11,80,33125
59,12,119,36950
59,13,85,41000
59,14,109,44425
